獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號
1,7,10,15,18,23,24,33,37,38,45,47,48,52,55,57,68,71,76,77,71
3,6,9,11,12,22,23,26,32,33,35,41,48,54,56,59,61,72,73,75,48
1,2,4,7,10,13,14,15,16,23,29,46,49,52,54,55,56,67,73,78,14
5,10,13,18,20,26,32,37,38,42,47,53,58,60,65,66,67,72,73,79,37
4,10,11,23,25,27,29,32,41,42,43,50,56,62,64,71,75,77,79,80,75
5,7,9,11,12,17,30,31,33,40,43,52,54,56,57,58,59,66,69,71,57
1,4,14,15,21,22,28,44,54,55,57,63,66,67,69,74,76,78,79,80,57
9,11,12,14,16,18,21,25,28,30,34,41,47,48,49,52,64,69,75,76,69
6,8,10,17,22,27,30,32,33,34,38,39,41,45,48,54,64,68,70,71,70
6,16,17,18,24,31,38,40,44,46,48,50,56,57,60,64,66,72,77,80,38
11,17,19,21,22,26,34,37,38,42,45,48,52,58,59,66,73,74,75,76,73
1,5,9,13,14,20,22,26,31,37,45,48,51,64,65,67,68,71,74,79,67
4,5,11,12,17,22,25,26,27,29,33,39,46,54,56,59,62,65,68,73,59
4,12,13,16,17,24,25,27,32,37,41,46,50,60,64,67,72,74,76,80,16
5,6,12,17,26,28,30,34,37,49,50,57,59,61,62,70,72,73,74,78,73
6,12,17,23,34,37,40,43,46,53,54,58,65,66,68,69,70,71,74,75,23
3,7,12,13,19,23,24,31,32,33,34,39,41,46,47,50,54,58,72,74,13
5,7,10,15,17,23,26,27,28,31,35,46,51,54,57,58,63,69,75,77,54
2,6,11,13,16,18,24,27,30,32,35,38,46,49,50,58,61,63,64,80,27
7,11,13,17,23,28,33,34,36,45,46,48,49,52,58,67,69,72,74,75,11
2,3,5,8,10,13,14,16,24,27,30,35,45,58,63,65,68,72,76,77,27
10,13,18,21,25,31,32,36,39,40,41,42,51,52,57,58,59,72,73,75,39
3,7,10,15,18,21,27,29,32,37,47,48,56,57,59,67,70,73,74,77,27
4,9,10,15,17,18,21,24,30,42,43,53,56,59,60,67,68,70,73,77,17
2,8,9,12,13,15,27,28,29,31,44,45,49,51,54,56,58,73,74,75,2
5,8,9,10,14,17,18,25,27,30,31,33,36,54,57,67,70,72,74,77,14
4,8,20,24,25,27,31,34,36,39,47,51,52,56,57,60,63,64,67,69,51
9,10,14,15,22,24,28,31,32,33,34,42,45,53,55,61,66,70,76,78,45
9,14,23,24,25,33,37,38,42,45,46,50,52,56,57,58,62,71,74,80,62
2,5,7,11,13,18,20,30,31,35,36,41,53,60,62,71,73,76,79,80,30
6,12,14,20,25,27,29,33,34,35,36,41,52,54,57,66,67,72,74,76,12
3,6,8,9,13,20,25,28,29,33,37,40,46,47,48,56,67,72,75,80,29
2,4,5,9,10,13,25,32,33,34,38,42,45,49,50,61,65,66,67,77,13
4,5,6,7,9,10,11,15,17,27,30,31,47,51,52,53,55,56,65,77,4
13,23,25,32,36,37,44,47,51,52,55,58,62,65,66,70,72,75,76,80,44
2,5,8,10,14,20,33,34,37,40,49,55,59,61,63,65,66,68,71,76,76
7,8,9,13,14,27,29,38,40,42,50,51,56,57,61,68,73,75,78,79,14
5,7,8,21,24,25,35,41,42,43,47,50,60,61,64,69,75,76,77,80,69
2,14,20,24,29,30,33,35,41,45,50,58,59,61,66,68,75,77,78,80,24
1,12,13,15,20,26,34,35,39,41,42,47,49,52,56,61,64,65,72,75,15
1,3,5,11,24,26,31,39,42,50,51,53,54,56,59,64,65,69,72,73,31
2,5,9,10,13,14,15,30,35,38,44,47,48,58,60,64,69,71,72,75,64
3,4,8,14,16,17,29,36,40,44,47,48,50,56,62,67,70,73,75,78,78
1,2,4,5,8,10,12,19,21,26,32,33,36,37,39,47,48,51,63,67,1
2,4,5,15,17,24,34,36,41,42,49,51,55,58,61,65,68,72,76,78,2
2,5,14,15,19,25,29,32,34,35,44,45,46,47,58,64,69,75,76,77,32
1,8,9,10,11,14,17,28,33,37,43,51,52,54,62,68,69,70,74,78,8
3,4,5,8,11,23,24,27,31,36,39,40,50,58,60,63,66,68,70,76,11
2,4,10,11,12,16,17,18,20,22,24,29,38,40,43,45,54,57,58,69,18
9,11,12,22,23,28,30,32,33,34,38,39,44,46,53,57,59,69,71,79,11
1,4,6,8,10,19,23,24,27,36,43,47,55,65,71,72,74,75,76,80,6
1,4,6,8,9,10,12,15,21,26,29,32,35,48,53,58,59,67,68,73,53
6,9,13,16,17,18,20,21,22,35,39,42,45,46,47,51,61,65,67,75,35
15,19,25,27,32,35,37,41,43,47,49,50,52,56,57,63,71,74,75,77,74
4,9,16,17,22,23,26,28,34,40,42,44,48,52,53,59,61,68,70,79,26
3,14,16,17,22,27,32,36,37,39,42,44,47,50,51,52,54,56,72,73,22
1,10,12,14,17,27,32,34,35,41,46,48,52,59,61,63,67,70,71,74,41
3,6,17,19,21,22,25,32,35,46,48,49,50,54,55,67,69,71,78,79,55
2,9,15,20,23,30,36,37,39,43,45,48,49,50,62,64,68,72,78,79,23
9,11,16,23,24,25,37,38,40,44,51,54,55,58,64,67,69,71,77,80,16
2,4,6,18,19,20,25,26,34,41,48,57,61,63,64,68,70,76,78,80,76
2,4,8,12,13,14,15,32,36,44,53,57,58,59,64,65,67,71,76,77,14
3,5,7,14,18,21,24,26,33,36,38,43,45,46,47,48,62,63,66,75,7
1,4,6,7,21,26,27,35,36,39,40,42,45,47,56,57,58,62,74,79,27
2,16,19,23,33,34,38,39,48,51,53,61,66,68,72,73,74,75,77,80,68
5,6,14,16,20,21,23,25,27,38,43,45,58,60,64,67,72,75,76,80,27
4,6,15,20,22,30,36,37,40,41,45,46,52,53,54,56,64,68,73,76,22
4,5,11,16,18,20,21,30,32,35,44,46,52,57,58,60,63,64,70,80,16
1,3,14,18,19,24,34,38,42,47,57,58,60,63,69,72,73,74,79,80,60
1,6,7,11,13,19,20,22,27,28,35,43,46,53,58,60,67,71,75,76,67
3,4,5,7,15,16,17,23,25,30,48,52,55,60,63,73,74,76,78,80,60
5,7,9,11,17,18,22,23,26,35,37,49,51,58,60,61,72,73,79,80,26
6,7,11,12,13,17,18,19,22,23,26,33,38,39,51,55,59,63,77,80,7
2,9,16,17,18,29,30,33,35,37,40,42,49,51,60,63,65,73,77,80,17
1,3,5,7,12,14,21,23,31,33,35,40,42,47,53,60,62,69,70,73,40
6,8,14,19,20,25,26,27,30,31,33,38,45,66,68,72,74,76,78,79,30
3,8,17,24,30,36,38,43,49,52,53,59,63,64,65,68,69,71,76,77,36
7,9,18,21,25,28,34,35,36,43,46,53,57,61,62,64,67,72,74,78,46
3,6,10,11,13,14,17,22,23,28,41,42,46,50,52,54,58,68,71,78,13
2,6,9,14,22,29,31,36,40,44,45,46,50,53,54,65,67,74,78,79,53
3,6,11,13,14,18,23,32,38,41,42,49,54,57,58,62,66,69,70,77,69
5,7,9,12,19,20,28,30,32,34,40,42,44,46,52,54,59,66,67,70,28
1,9,12,24,28,29,37,38,41,50,53,56,57,60,61,63,66,72,77,80,80
1,19,21,22,25,28,30,34,35,38,42,46,47,48,49,59,70,77,78,80,59
4,9,14,16,19,23,26,32,34,38,41,43,44,49,50,58,60,63,74,77,41
3,5,10,18,24,27,28,30,34,35,36,41,44,47,57,61,64,65,66,78,5
3,6,7,12,13,14,16,18,28,30,31,39,47,51,53,54,59,61,77,80,51
3,5,7,14,19,20,26,33,36,41,47,49,52,54,59,65,67,71,78,80,36
3,4,5,12,13,14,27,30,34,40,42,47,50,51,66,67,68,71,78,79,12
2,13,16,19,20,25,30,31,35,36,40,41,42,43,50,59,67,68,69,73,50
7,11,12,21,25,26,30,31,34,35,38,45,48,50,56,61,62,63,66,79,38
13,20,21,22,27,31,33,35,40,41,49,50,51,52,57,62,63,65,72,78,62
5,8,13,20,22,25,29,34,35,48,50,51,52,56,57,58,61,64,79,80,51
3,4,6,9,12,14,17,22,23,26,47,48,52,55,56,62,66,68,69,75,56
3,7,19,22,25,27,34,39,45,46,51,53,55,57,62,64,65,69,71,80,22
1,3,6,16,17,20,21,24,28,37,39,40,48,52,54,56,58,63,67,76,3
2,6,7,8,18,23,24,27,28,37,38,39,40,45,59,65,68,69,73,79,73
8,19,21,25,28,31,33,34,38,48,50,52,53,54,58,66,71,73,74,78,71
7,10,11,12,20,22,23,28,33,34,35,37,38,40,49,53,58,68,69,78,35
1,2,6,8,11,13,22,24,27,41,42,46,49,54,56,62,63,66,73,78,62
2,6,7,12,16,25,32,33,45,49,51,53,54,56,67,68,70,71,73,78,67
2,3,5,7,10,19,27,29,30,35,36,41,42,49,63,64,68,74,76,79,10
5,8,10,30,31,37,42,44,46,47,48,50,57,58,59,60,62,63,65,78,47
5,11,12,13,18,28,36,37,41,42,45,48,55,57,60,64,68,70,73,77,5
5,11,12,13,20,25,29,35,40,44,52,57,63,64,65,67,68,71,72,77,25
5,8,12,16,17,19,20,24,25,27,30,35,50,52,53,56,62,74,75,78,30
1,4,8,12,17,22,30,32,37,41,43,49,62,63,65,68,74,77,78,79,65
1,11,14,15,17,24,35,37,39,50,53,55,60,62,63,68,71,74,76,79,74
4,5,8,19,25,31,32,38,39,46,47,49,51,57,62,66,67,75,79,80,46
1,8,9,11,17,23,26,31,36,39,41,43,51,57,59,62,64,70,71,78,8
3,10,12,13,14,21,22,26,29,31,33,44,47,57,59,67,69,72,77,80,33
1,2,8,9,10,11,16,18,22,23,25,27,30,40,42,52,63,72,76,77,11
4,9,15,19,22,24,29,32,33,36,40,44,45,46,52,57,59,68,70,80,40
1,3,20,23,28,29,33,34,35,39,40,45,50,52,54,60,62,70,74,76,54
8,13,17,24,25,27,28,38,42,46,48,54,61,63,66,69,71,73,77,80,73
2,12,14,19,20,23,25,27,30,43,47,50,51,53,54,55,61,69,70,80,54
12,21,26,31,34,40,41,44,45,47,50,58,63,67,69,73,75,76,77,79,77
7,10,14,21,22,23,25,28,29,30,34,39,41,49,55,64,66,68,72,74,10
4,9,11,13,17,23,25,35,36,45,47,50,51,57,67,74,75,78,79,80,35
5,6,11,12,13,15,16,20,26,30,31,32,40,45,50,52,53,63,75,77,63
2,12,15,21,22,23,24,29,37,38,41,47,49,57,58,59,64,65,67,80,2
1,2,12,14,18,19,25,27,28,29,34,38,40,44,48,54,55,60,61,71,28
5,7,9,10,14,15,22,29,34,37,41,43,53,56,58,59,69,78,79,80,9
3,4,10,13,17,22,25,26,27,29,38,41,56,58,61,64,67,70,74,77,13
1,5,7,8,21,24,28,30,32,37,42,44,52,54,57,62,75,77,79,80,37
2,3,5,8,9,10,19,21,22,26,31,36,42,51,59,62,68,70,73,77,42
3,5,6,9,13,16,18,19,28,29,33,35,44,47,62,69,71,75,79,80,80
1,6,11,13,16,17,21,22,27,28,32,41,48,51,54,55,61,66,67,68,13
15,18,21,22,25,29,34,39,40,41,44,48,52,55,64,71,72,73,76,80,76
7,9,12,25,26,28,31,33,35,38,39,41,48,49,51,55,73,74,78,79,12
3,9,10,11,18,19,20,21,23,37,52,56,57,59,64,66,67,68,69,72,21
1,4,11,14,16,18,19,22,30,31,33,46,49,57,66,67,70,72,79,80,19
3,6,12,14,22,31,32,36,37,38,40,43,48,50,55,56,67,68,72,74,37
3,11,21,22,23,24,34,35,39,40,41,47,50,51,54,56,67,68,75,77,3
3,4,13,14,16,17,18,20,24,25,28,29,33,41,43,45,46,59,64,76,24
1,3,9,11,19,25,30,31,32,36,39,41,44,46,50,56,60,64,68,75,30
1,3,10,11,12,13,18,29,37,48,49,51,52,56,66,67,68,70,71,72,48
6,15,22,24,25,28,29,31,34,40,46,47,49,57,58,64,67,68,75,79,24
2,8,11,14,25,37,39,40,42,44,46,48,55,56,61,63,66,76,77,78,78
3,4,5,6,9,13,17,22,23,25,36,40,44,49,50,51,53,64,73,74,36
2,12,21,22,26,31,32,33,34,35,39,40,41,44,47,55,56,68,72,80,21
1,4,6,7,11,13,18,22,26,28,29,30,49,52,53,61,62,65,71,72,26
1,7,11,13,15,24,32,33,35,37,41,43,50,54,59,62,65,68,73,78,68
2,7,8,13,18,26,35,43,45,46,48,49,55,57,58,61,69,74,75,77,55
1,4,5,8,10,11,19,23,26,32,35,36,38,40,43,59,66,72,75,78,11
4,5,12,17,19,20,21,24,26,28,37,38,42,43,44,59,62,67,68,79,67
1,4,9,11,18,20,23,28,30,35,41,45,47,50,52,53,54,58,59,74,4
1,6,10,13,21,22,25,27,32,43,44,49,50,53,55,59,63,70,71,73,44
1,4,9,10,12,15,21,24,28,30,32,38,43,51,56,61,69,75,77,80,80
6,7,10,15,19,20,24,31,32,35,38,42,49,56,58,64,66,70,71,75,32
1,3,7,13,14,28,29,38,40,42,44,46,48,49,52,54,63,65,71,73,49
1,10,13,22,24,27,30,31,32,36,42,55,57,61,62,63,70,75,78,79,61
15,19,26,32,34,37,39,40,41,47,52,53,55,58,60,61,63,66,70,72,55
5,8,11,16,18,21,27,34,41,46,49,56,60,61,62,65,69,77,78,80,34
2,3,8,14,19,20,21,28,29,32,39,43,45,48,49,53,54,59,72,79,48
1,3,5,6,8,12,14,20,21,24,39,43,48,55,59,64,65,66,72,78,59
7,8,10,15,17,20,21,27,32,34,37,39,40,42,46,52,53,66,71,79,27
3,5,7,10,13,18,20,22,31,34,37,39,43,44,46,48,50,67,75,77,48
10,13,15,18,21,31,34,35,36,37,38,40,56,58,62,63,66,67,70,73,15
2,6,12,16,18,23,24,26,30,32,34,39,41,43,46,47,53,59,70,79,24
1,9,14,19,25,27,33,36,38,39,43,50,52,54,55,57,59,64,72,75,9
1,7,10,21,22,23,24,25,26,33,34,45,48,49,56,57,66,67,73,77,1
1,2,11,13,19,22,29,35,36,47,48,53,56,61,62,67,69,71,76,80,22
4,9,13,19,20,24,26,30,36,38,39,40,50,54,58,63,67,70,73,75,73
1,8,14,18,19,20,22,23,32,41,43,45,57,64,67,68,70,72,73,80,8
1,2,6,8,14,18,27,31,36,37,50,51,52,53,54,57,58,59,70,80,58
13,14,24,29,30,34,35,43,53,56,59,60,63,66,68,70,71,74,75,77,56
6,14,15,16,19,22,27,36,37,39,40,43,44,45,48,61,63,72,73,75,45
3,8,12,13,14,15,22,31,32,34,36,37,48,51,61,65,68,69,72,77,51
2,5,8,14,17,32,40,45,48,51,59,61,62,63,69,70,74,76,77,79,17
1,4,7,12,13,15,17,20,23,25,27,32,46,52,63,64,69,74,75,79,4
3,6,14,18,19,21,22,27,28,35,38,46,49,52,53,57,61,64,67,68,6
3,8,13,15,16,25,36,40,46,48,56,57,58,65,66,68,70,71,74,79,48
1,3,4,6,10,11,17,23,24,25,26,28,31,32,38,44,49,54,77,79,28
4,8,14,16,17,19,24,28,32,34,41,42,50,53,64,66,68,70,71,77,64
5,6,7,11,13,17,22,23,28,33,34,44,45,49,55,60,63,73,76,77,11
1,5,13,14,22,25,26,28,33,34,42,48,55,56,57,63,66,67,74,79,63
6,8,9,10,13,14,15,19,21,31,41,49,51,54,55,61,71,73,78,79,10
4,9,17,18,22,24,25,34,35,37,39,41,48,52,54,55,56,67,76,80,24
2,20,21,22,23,24,25,30,33,41,52,54,63,65,66,70,71,74,75,76,24
2,8,13,17,18,26,29,32,38,39,43,47,49,51,52,56,60,65,77,79,52
11,13,15,18,26,30,33,40,41,43,45,50,54,58,61,64,66,69,72,73,26
1,18,24,29,30,31,35,36,37,38,39,40,41,54,58,61,62,66,70,73,31
8,11,14,17,18,19,23,24,28,33,38,48,58,64,66,67,70,71,74,80,58
3,6,16,20,25,31,32,36,40,43,44,47,49,58,60,64,65,68,69,75,47
1,6,8,10,13,21,22,24,29,31,39,40,47,54,55,58,60,64,68,80,21
2,9,15,16,17,18,20,22,25,36,42,48,51,55,57,67,68,71,76,80,22
8,11,14,18,20,22,24,25,36,38,43,44,45,48,49,70,72,76,77,79,22
3,6,10,12,14,20,21,26,29,34,40,42,43,51,54,55,67,70,74,77,74
3,4,10,11,12,21,25,32,37,43,46,49,57,59,60,62,63,71,76,77,25
4,5,6,7,11,14,17,21,22,27,32,42,51,52,55,62,64,66,73,75,22
4,6,8,9,20,37,38,40,42,44,49,55,57,58,63,67,73,74,75,80,74
1,5,8,9,10,12,21,22,23,28,31,32,42,44,45,50,53,57,63,65,22
3,9,11,12,19,33,34,35,40,42,45,48,51,52,55,58,65,68,73,80,19
1,2,6,9,15,25,29,32,36,39,40,45,47,54,55,61,64,66,70,76,29
2,12,18,19,20,22,26,30,31,36,39,44,47,48,58,60,63,64,67,73,22
2,14,21,32,34,35,38,39,41,43,45,47,50,55,60,71,73,75,78,79,34
7,14,17,23,24,26,30,32,33,34,37,42,44,47,49,57,68,71,78,80,49
2,3,4,16,35,38,42,45,46,47,49,56,57,59,61,64,65,68,74,80,68
1,3,5,11,12,21,27,28,29,32,34,38,39,57,58,59,63,66,70,80,5
4,7,9,12,23,24,26,32,37,40,41,45,48,55,56,58,59,60,61,62,40
2,4,8,9,13,19,21,27,29,31,45,47,53,59,69,72,73,74,78,79,29
3,10,12,15,16,20,21,22,23,27,33,44,47,50,52,56,58,62,71,73,62
20,21,24,31,32,36,38,39,41,43,44,50,52,54,56,58,63,66,67,69,21
4,17,18,20,24,27,28,29,30,41,49,52,53,55,62,70,71,75,78,79,27
5,11,14,15,16,20,27,29,34,36,44,47,55,66,69,74,76,77,78,80,77
2,3,4,8,9,16,23,27,28,32,45,46,48,49,57,59,60,62,72,75,8
4,5,10,12,14,15,18,25,26,27,31,34,41,52,53,57,62,64,70,75,64
6,9,10,12,14,19,24,27,34,36,43,45,48,49,52,56,61,66,69,79,56
6,7,15,16,18,20,23,29,30,32,36,44,47,49,56,57,58,64,66,77,6
2,9,16,24,29,32,39,40,41,46,49,55,59,60,69,70,73,76,79,80,69
1,8,9,10,25,26,27,28,35,39,42,46,47,48,53,54,58,61,67,68,27
2,4,15,20,25,41,42,43,46,48,55,58,59,63,65,69,70,72,75,76,72
3,7,8,16,18,22,25,33,37,38,39,41,42,43,50,53,71,74,77,79,25
9,22,26,28,29,37,41,42,44,47,51,53,56,61,62,66,67,68,75,79,22
6,10,11,13,21,27,31,35,43,48,52,65,66,67,68,71,72,73,76,78,11
3,12,17,22,25,28,30,41,43,44,49,51,55,61,63,68,70,74,77,80,44
2,6,7,22,23,26,27,31,32,34,38,41,48,49,52,56,60,67,69,71,49
1,4,9,12,22,27,30,33,36,39,40,47,55,56,58,66,72,76,78,79,78
2,5,6,7,14,17,23,42,44,45,48,53,57,59,62,66,74,75,78,79,45
1,3,5,7,12,13,15,17,22,24,27,29,36,37,56,58,59,71,75,78,78
8,12,13,15,24,27,38,41,42,45,46,57,58,61,70,72,75,76,79,80,38
2,14,17,21,22,26,33,35,41,42,48,52,53,55,56,57,60,63,67,72,63
3,7,8,17,23,25,29,30,32,38,39,40,43,49,52,60,66,70,71,74,23
7,8,15,21,25,27,28,30,32,38,39,41,58,60,63,66,69,76,79,80,32
6,15,19,20,22,24,30,37,39,40,41,49,52,54,65,67,69,72,76,80,22
1,4,7,11,18,19,20,21,22,40,49,50,53,54,55,59,61,64,66,69,20
2,3,14,17,19,21,26,33,36,39,40,53,58,64,69,70,73,74,75,77,58
3,9,10,20,21,28,33,35,36,40,42,50,52,53,55,63,71,72,74,75,75
1,4,10,19,24,27,31,32,34,36,38,48,50,53,57,64,72,77,79,80,50
1,6,9,11,17,24,27,30,31,34,39,48,50,54,56,64,66,69,74,75,48
2,6,8,12,13,15,21,26,29,33,35,39,44,46,59,61,64,68,71,73,39
8,15,21,23,28,31,32,38,42,43,47,49,54,58,63,64,65,70,79,80,63
1,4,6,11,19,20,22,25,29,47,50,62,64,66,68,71,72,73,75,76,64
1,11,13,22,23,28,36,40,44,47,53,57,59,61,64,65,66,74,75,76,11
2,3,13,14,18,20,21,25,36,38,43,47,48,50,55,56,58,71,77,78,3
3,5,9,11,14,19,23,26,28,34,40,43,49,51,53,58,63,69,70,80,26
3,5,10,11,12,15,17,22,29,37,39,41,43,46,50,54,65,67,71,74,43
1,2,9,18,20,26,28,37,38,39,40,53,56,57,58,61,63,69,75,78,28
2,11,21,24,25,26,38,42,43,47,48,53,56,57,58,63,64,75,76,79,11
5,6,12,18,21,27,34,37,38,39,42,43,45,46,47,51,67,70,72,75,45
13,14,19,26,27,33,38,41,44,45,49,50,51,53,60,65,66,74,76,77,60
3,5,8,11,13,24,35,36,38,46,49,52,54,57,67,71,76,77,78,79,36
6,8,11,21,23,25,35,39,42,49,50,51,53,55,56,59,65,68,73,80,11
8,10,14,16,19,22,25,31,35,37,39,45,47,48,50,56,59,73,77,78,45
9,13,18,21,22,25,28,31,33,35,38,44,46,48,51,55,58,74,77,78,22
1,3,4,9,11,13,18,19,20,21,33,44,58,61,67,70,74,76,78,79,20
2,11,19,20,21,24,25,31,32,33,34,39,55,61,68,69,75,77,78,80,69
7,8,9,16,30,34,44,45,46,47,50,53,54,59,65,66,69,75,76,77,59
3,6,12,27,28,32,37,46,47,48,53,56,57,58,63,71,72,75,78,80,78
1,2,3,6,10,14,17,18,20,21,29,33,39,40,60,62,64,66,75,78,33
2,5,15,22,23,26,28,31,42,45,47,48,50,52,55,56,66,74,75,80,42
9,11,16,18,20,21,24,28,31,36,42,44,50,55,60,65,69,74,76,79,16
1,11,12,13,14,16,24,27,29,31,33,36,38,49,51,58,59,63,65,66,36
7,10,13,14,23,27,31,34,36,39,46,51,56,62,65,68,69,71,76,80,23
4,7,8,16,18,25,27,28,29,36,38,43,45,52,57,59,71,74,77,78,43
2,4,7,16,21,24,29,36,39,41,42,47,48,53,59,66,68,69,74,78,29
2,5,8,11,15,17,22,27,31,34,35,36,37,38,41,49,55,59,65,80,37
3,6,8,12,21,22,25,29,38,42,43,47,48,49,54,66,67,70,76,80,76
5,11,15,17,18,19,31,33,36,47,54,63,70,71,74,75,76,77,78,79,11
4,8,18,20,22,23,25,26,29,31,35,41,47,48,52,59,60,65,68,69,35
2,3,14,16,18,20,22,31,35,43,45,46,48,53,59,61,65,70,72,76,59
9,18,22,23,26,33,34,38,40,47,48,49,52,57,61,63,64,66,71,73,64
3,7,10,13,14,16,17,23,28,30,46,47,49,53,57,61,72,73,79,80,73
2,3,10,20,22,25,28,42,43,45,47,49,50,51,52,55,64,69,73,74,52
1,8,12,14,17,18,20,24,25,35,36,39,45,48,56,63,74,76,77,78,24
3,6,18,20,25,33,35,36,40,43,44,49,55,56,61,63,67,72,79,80,55
3,9,10,22,24,30,36,40,41,44,48,49,60,63,64,68,71,74,77,80,22
2,4,5,6,8,17,32,33,36,38,41,43,48,56,61,66,71,73,75,78,36
5,6,8,12,13,14,19,24,26,28,33,39,51,55,56,65,66,71,72,80,39
8,9,15,16,18,25,26,29,33,39,45,47,50,52,59,62,66,69,71,73,39
3,12,13,14,17,18,25,26,27,28,35,38,39,42,45,58,59,72,76,77,77
1,10,12,20,21,26,37,42,45,47,50,52,54,60,63,64,66,68,72,77,37
1,4,5,7,11,13,14,18,33,36,37,41,42,45,57,62,64,65,70,79,18
4,11,12,13,22,31,32,39,40,43,44,46,49,51,56,57,58,69,77,80,12
2,6,7,12,22,28,31,32,36,42,43,46,50,51,56,61,68,71,72,75,72
1,4,6,8,9,12,17,30,32,34,36,41,53,57,58,59,60,61,62,68,53
5,11,14,16,20,23,25,26,30,32,36,37,38,48,49,62,64,73,79,80,80
1,2,3,6,10,12,16,42,44,45,48,49,51,59,60,62,64,68,69,79,79
10,12,25,29,32,34,39,42,47,48,51,52,61,64,69,72,73,75,77,78,75
2,6,18,20,22,23,26,27,30,34,47,51,56,58,59,62,71,75,76,77,2
1,2,6,8,9,23,26,31,35,38,46,47,52,54,58,61,63,65,68,72,54
1,5,6,12,16,20,25,29,32,33,34,48,53,56,58,60,66,72,74,78,48
4,11,12,13,16,19,20,28,37,38,39,40,41,52,55,57,58,61,77,80,13
2,5,6,9,12,16,22,26,27,33,40,45,46,49,51,52,55,58,65,73,2
2,4,5,6,9,10,14,18,22,26,28,33,39,45,54,56,62,63,71,77,18
8,14,17,18,19,21,22,26,29,30,32,37,40,41,52,53,58,67,68,75,26
5,9,10,11,14,15,18,22,24,25,30,33,44,51,54,55,58,65,73,74,54
6,7,10,19,31,35,37,40,44,49,50,55,57,58,61,62,64,70,72,73,40
7,11,12,22,27,37,45,48,51,53,55,58,59,64,65,66,71,74,77,79,11
5,16,26,28,30,34,36,37,38,39,40,54,56,57,61,68,70,71,75,76,40
7,11,12,14,24,26,38,39,41,43,49,50,54,57,61,64,69,72,77,79,49
1,4,13,14,15,20,25,34,36,40,45,51,61,62,67,68,70,73,78,79,68
8,9,10,19,22,25,26,35,38,39,49,51,53,59,60,61,65,66,79,80,60
7,8,10,14,27,29,32,34,38,41,43,44,56,60,62,66,68,69,75,76,69
2,8,10,12,18,19,30,35,38,40,41,44,60,62,65,66,71,74,77,80,30
2,6,7,9,10,13,16,24,27,36,46,47,51,53,54,58,67,72,77,78,10
3,6,13,17,18,23,31,33,47,50,52,53,60,67,68,69,70,71,74,75,60
2,15,16,21,23,32,35,37,38,43,44,47,54,55,57,58,71,72,76,80,38
3,5,6,8,12,16,18,24,28,29,47,48,50,58,60,64,65,66,71,76,50
3,4,5,8,9,10,21,23,28,35,39,40,45,47,50,57,60,64,76,77,57
5,10,13,15,16,24,25,33,39,41,51,52,58,59,60,64,69,71,75,76,69
2,3,10,16,18,19,29,39,47,50,53,55,56,57,60,62,67,72,74,79,60
2,3,6,14,15,17,19,20,22,33,34,41,43,46,53,62,68,71,76,79,3
4,6,14,16,17,23,25,34,38,41,42,43,52,53,65,70,73,74,79,80,70
8,14,16,21,24,25,37,41,48,49,50,51,52,53,57,61,65,66,71,80,65
2,4,16,18,21,23,29,30,39,40,41,43,45,49,50,60,63,71,73,77,71
4,6,12,13,14,18,25,30,34,38,48,49,51,57,59,60,63,70,71,75,34
10,19,22,23,29,30,31,32,36,40,42,45,47,53,58,69,71,76,77,79,29
1,5,16,17,20,25,30,33,36,40,45,47,48,53,54,58,63,67,68,77,77
5,9,12,17,23,29,31,32,33,34,46,49,51,53,56,61,63,68,72,79,61
1,8,12,13,15,17,21,22,25,26,28,29,34,37,49,52,57,61,74,75,29
14,16,19,21,23,30,31,33,35,36,38,45,49,51,52,68,69,77,79,80,38
1,7,10,11,13,18,19,21,25,33,44,45,51,52,55,58,64,65,77,79,7
13,14,16,17,18,19,27,30,33,40,43,46,51,52,54,63,66,68,75,80,66
4,5,8,10,11,13,18,21,24,26,36,42,46,50,58,59,61,67,72,77,58
2,3,5,14,18,22,26,30,31,39,46,47,49,52,60,62,63,65,67,73,31
2,6,14,16,21,22,23,26,30,32,39,41,42,44,46,49,55,58,62,77,6
1,2,6,7,15,18,21,24,34,36,37,39,43,44,60,61,66,71,73,75,7
3,4,10,12,14,17,18,26,34,37,41,42,44,50,51,57,58,67,72,74,37
1,3,6,11,24,25,29,35,37,42,47,49,56,58,60,67,69,70,71,75,47
4,5,14,15,16,18,24,31,35,44,45,46,47,51,56,65,68,70,71,80,18
1,6,12,13,23,25,27,34,41,49,51,52,55,56,57,58,61,69,71,80,23
1,13,18,21,24,30,31,34,37,40,41,47,48,52,55,59,60,61,65,71,18
2,4,7,11,14,19,20,22,31,33,35,54,64,67,68,73,74,77,78,79,78
4,5,8,11,16,23,25,26,30,41,43,49,54,60,66,67,73,74,75,76,26
5,7,15,22,32,33,35,36,39,41,43,44,46,51,57,58,61,62,63,68,63
4,7,8,14,16,19,25,30,46,51,52,53,60,62,66,71,73,74,76,78,71
15,18,26,28,31,33,34,41,43,49,50,52,58,61,62,66,67,69,77,80,80
14,20,23,24,28,31,34,44,48,51,53,59,62,65,66,67,69,74,75,80,65
