獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號
2,4,7,8,16,23,24,28,36,37,40,44,57,58,59,61,71,74,76,80,58
4,13,20,27,33,34,43,45,52,55,57,62,63,68,71,73,74,77,78,79,62
4,10,11,13,16,20,25,33,35,44,53,55,59,64,66,68,71,73,74,80,44
1,8,10,13,15,18,22,23,27,34,35,40,42,45,50,59,62,63,78,80,35
5,16,17,25,31,40,43,45,49,51,52,54,56,58,59,64,65,66,77,80,56
1,6,11,12,14,18,19,21,33,34,42,44,47,50,55,56,59,60,76,77,44
4,7,9,10,13,15,18,19,21,26,27,29,31,33,41,51,58,62,67,77,33
1,3,6,8,12,13,15,26,29,31,32,44,49,52,53,54,61,65,66,76,6
7,8,13,15,19,20,22,24,25,26,28,33,35,46,52,54,56,68,71,78,22
8,13,14,18,19,20,26,33,36,37,39,46,52,54,57,58,63,67,72,74,19
5,13,14,17,20,27,30,33,35,36,37,47,50,60,62,64,70,72,75,76,62
2,3,22,23,24,25,31,34,35,37,38,39,41,45,47,53,54,56,61,72,47
5,6,13,18,23,27,32,33,46,53,54,56,59,61,65,67,70,71,76,77,5
2,11,12,14,24,27,28,36,37,40,44,48,52,59,60,63,64,68,69,71,2
5,10,11,15,17,27,29,30,34,49,51,55,57,62,63,64,74,76,78,79,55
1,3,4,5,6,12,13,23,24,25,26,33,36,50,55,56,61,71,73,77,1
1,2,6,7,10,11,15,16,22,26,36,43,47,54,67,71,72,74,76,77,2
2,6,7,18,19,21,22,31,32,44,46,50,52,55,58,60,61,70,76,80,60
3,7,8,11,13,23,25,31,34,37,46,54,59,60,64,67,68,73,75,78,73
7,8,10,12,14,15,24,26,28,29,35,44,51,57,60,63,67,76,77,78,7
1,3,4,10,11,15,18,24,25,29,44,47,51,52,55,57,62,72,75,78,57
1,5,6,7,12,16,25,30,32,33,36,38,45,47,48,51,57,60,66,69,12
2,3,5,6,8,15,17,26,27,31,32,35,38,39,41,42,43,55,68,80,43
3,6,10,11,19,21,27,32,35,40,45,51,54,59,60,61,64,69,77,79,54
8,18,23,25,27,33,34,36,39,40,52,56,63,66,68,71,76,78,79,80,25
1,5,10,12,15,16,17,20,26,37,38,41,51,59,61,62,75,76,77,79,15
1,2,9,16,25,33,38,43,46,48,56,58,62,64,66,67,68,69,70,80,80
1,12,14,15,22,23,26,31,33,39,41,44,49,51,56,60,66,70,72,78,44
3,20,21,22,26,31,32,36,42,43,49,52,55,59,60,65,67,70,73,75,32
4,6,7,14,18,19,20,26,27,36,46,54,58,59,61,62,66,72,75,77,20
4,8,11,14,20,25,26,33,35,36,46,50,51,54,59,60,61,63,68,71,71
5,10,13,14,22,33,35,38,45,46,48,49,51,54,63,65,66,69,78,79,46
2,4,17,22,27,37,39,42,43,48,49,51,53,59,60,65,66,68,73,75,66
2,12,13,15,18,22,31,34,38,42,48,55,61,62,66,70,75,76,77,80,66
2,3,9,10,13,23,26,35,41,46,47,56,57,59,61,62,66,68,69,76,3
2,3,4,5,10,22,29,30,33,36,43,51,52,59,62,67,70,71,77,80,62
3,10,12,17,20,23,28,32,38,39,41,48,51,54,55,56,63,65,67,78,78
8,10,12,17,21,28,30,43,44,45,46,47,52,54,61,65,66,68,71,73,66
5,6,9,12,14,16,24,30,32,36,48,49,59,60,61,62,64,71,73,77,71
2,3,9,11,17,22,23,24,27,34,37,44,46,52,58,59,63,71,75,79,3
7,8,9,18,19,20,25,27,40,45,49,52,54,58,59,65,66,67,70,78,8
7,9,11,18,21,23,25,29,34,43,48,49,56,57,59,63,66,73,74,77,73
1,3,10,18,27,28,32,33,38,40,44,50,58,61,66,72,73,74,75,76,40
6,9,11,12,21,23,24,28,30,36,41,44,49,51,59,64,73,74,75,79,11
4,5,8,11,15,16,20,33,35,38,41,43,47,52,53,65,67,68,74,78,38
4,9,16,17,20,21,27,28,37,39,40,43,44,50,56,61,63,71,73,80,37
4,5,7,8,11,15,17,18,20,22,26,30,39,42,47,49,66,75,76,79,17
2,9,14,17,18,21,25,26,29,33,37,39,43,44,46,52,53,55,66,80,18
2,11,12,13,20,33,34,37,39,43,48,52,57,61,67,68,69,71,75,80,34
3,5,9,12,15,18,25,28,29,31,33,36,40,42,47,50,60,75,76,78,25
1,3,6,7,15,16,17,22,23,29,37,38,41,47,55,56,57,59,60,75,29
2,7,10,18,20,23,25,28,29,30,33,40,54,59,61,64,66,75,79,80,7
1,9,10,11,15,19,20,25,27,28,46,51,53,57,66,67,73,75,76,80,15
8,12,18,28,30,34,36,38,44,54,57,59,60,61,62,64,66,74,79,80,74
3,5,6,7,21,26,37,41,42,44,53,54,56,58,61,63,70,71,72,77,56
1,4,5,14,15,17,18,22,30,31,32,34,41,43,58,60,64,69,73,76,69
1,2,3,9,14,24,26,27,29,30,39,43,44,46,49,51,53,60,65,76,1
1,4,7,9,19,22,26,27,32,34,35,42,48,54,59,61,63,64,66,68,26
16,18,23,32,36,37,38,40,45,46,48,49,57,58,60,61,62,64,67,76,76
3,5,9,14,18,26,27,39,45,49,55,56,60,61,62,65,67,68,69,76,45
3,8,10,12,18,26,31,33,47,48,53,56,57,59,60,63,69,75,78,80,26
2,3,5,13,17,19,22,23,27,30,35,36,44,50,62,65,68,69,72,77,50
6,10,11,20,21,26,28,29,36,41,44,47,50,63,64,66,72,75,76,78,47
1,4,12,13,16,18,25,31,34,39,47,52,55,58,59,61,63,67,70,76,76
2,5,6,10,13,17,26,28,35,37,39,44,46,54,61,62,63,74,78,79,35
2,3,9,14,16,17,21,25,38,39,42,46,56,58,59,64,65,72,74,80,2
4,8,11,15,16,26,30,35,36,41,44,48,53,56,57,59,62,65,73,76,56
11,12,15,19,24,30,38,44,46,50,51,53,59,61,62,66,67,70,71,75,44
7,8,14,15,23,24,25,31,32,33,35,40,42,47,49,50,59,62,75,79,40
4,5,7,8,13,16,17,18,23,28,32,38,39,42,43,53,58,72,75,78,43
11,14,16,22,23,25,35,37,41,44,50,52,54,57,62,72,73,75,77,78,35
5,8,14,17,18,26,41,42,46,54,56,58,59,61,62,67,70,71,73,78,54
9,13,16,19,25,27,28,30,44,45,46,49,53,56,58,59,74,75,77,78,45
1,20,23,25,26,27,31,34,36,37,38,43,44,48,50,55,69,73,75,80,50
5,7,9,11,12,14,15,16,23,25,31,36,41,44,45,51,56,63,71,75,31
1,2,4,11,12,14,16,23,26,36,39,44,45,46,51,57,69,71,74,77,14
1,3,13,17,18,28,32,36,37,43,46,59,64,66,67,69,73,76,77,80,64
1,2,14,21,25,26,27,30,31,34,39,43,51,52,63,66,69,71,73,80,30
2,4,6,7,8,10,17,19,33,34,39,44,51,54,55,59,60,70,71,80,10
2,3,6,9,13,14,23,25,37,39,49,50,53,57,59,62,63,64,65,68,57
3,9,11,22,25,28,30,45,47,49,50,55,58,63,64,65,69,70,73,78,3
5,8,13,19,20,27,29,31,32,34,38,39,45,46,47,58,64,72,74,79,31
6,8,11,14,18,22,31,32,38,39,44,47,49,55,61,68,73,75,77,78,39
3,8,15,17,18,19,20,22,30,31,35,40,45,48,57,60,63,66,69,80,35
1,3,18,20,21,27,28,34,35,38,42,46,52,56,59,65,66,67,72,76,3
4,9,16,18,30,33,35,46,55,58,60,62,63,66,67,68,69,74,76,80,33
1,5,7,11,12,20,30,42,44,47,51,53,61,63,65,66,67,68,73,74,68
4,16,18,19,22,23,26,27,38,41,43,48,55,56,60,62,64,65,67,70,18
1,2,8,12,17,22,29,34,36,39,42,45,46,50,52,55,56,58,65,69,50
6,10,17,19,22,30,31,32,41,44,46,59,62,64,66,69,76,77,78,80,17
2,7,12,13,16,25,28,31,36,40,47,50,59,61,65,68,71,74,77,80,16
4,8,10,14,21,24,32,36,37,43,45,48,52,54,57,58,62,71,72,75,8
3,6,8,11,22,24,26,28,29,34,38,41,42,44,45,49,65,73,78,79,42
1,3,8,9,19,25,30,32,33,35,42,47,54,61,62,66,68,72,78,80,30
5,11,13,19,22,23,25,32,33,37,38,50,54,55,64,65,69,71,75,77,25
4,8,12,13,15,18,22,28,37,43,45,49,50,56,58,61,68,69,78,79,12
1,9,10,13,16,22,25,26,29,30,31,34,38,44,46,55,57,67,69,78,25
5,6,13,21,23,24,27,29,30,36,40,42,45,46,54,66,70,76,77,80,42
3,6,14,20,21,30,32,36,37,39,44,45,51,52,58,64,69,71,76,80,71
6,12,14,17,20,21,23,28,40,51,54,56,57,64,68,70,71,76,79,80,71
3,13,16,20,26,31,33,43,49,50,57,58,62,63,66,67,76,77,79,80,50
4,7,10,11,13,14,16,20,24,41,42,53,58,64,65,69,70,73,74,80,73
2,7,24,26,30,34,38,43,44,48,49,53,56,59,62,66,71,72,73,74,73
4,20,22,23,25,26,32,36,39,48,53,59,63,66,70,73,75,76,79,80,25
5,11,14,20,36,40,45,46,49,52,53,54,55,59,63,65,69,72,74,78,59
6,8,11,12,15,17,26,27,32,34,35,57,58,59,60,62,69,75,77,80,12
9,18,20,22,23,28,29,33,35,36,38,41,45,48,50,53,68,69,71,78,35
6,7,9,13,18,19,24,26,28,31,32,33,34,42,51,59,66,68,71,79,34
2,8,9,12,15,17,21,28,32,41,44,46,48,53,57,64,66,71,74,79,44
5,11,15,17,28,33,34,38,43,45,57,60,62,63,65,71,72,73,77,78,43
3,8,10,22,26,28,38,47,52,54,60,61,62,63,64,65,69,73,76,80,80
7,8,12,15,16,19,25,26,28,31,33,34,36,39,42,44,50,56,57,58,56
5,6,13,14,15,21,23,27,33,35,38,44,46,48,52,56,66,69,76,78,66
1,4,7,8,13,22,23,31,36,38,40,43,44,51,53,58,66,71,76,80,36
4,6,10,11,14,15,16,20,22,33,36,41,46,49,52,54,58,67,72,77,49
1,8,21,22,23,40,42,48,49,53,55,62,63,69,70,71,76,78,79,80,1
1,2,3,14,18,20,26,29,33,35,39,42,43,45,54,62,65,71,72,75,2
1,4,16,19,21,28,32,33,39,41,42,43,57,58,72,74,76,77,78,79,21
4,5,12,17,23,25,26,27,31,42,59,61,62,63,67,70,74,75,79,80,70
9,15,17,26,27,28,29,30,33,37,38,50,51,56,60,62,65,66,74,80,51
5,6,9,10,11,14,16,22,34,36,40,43,46,53,54,55,56,60,73,76,5
4,5,15,17,19,21,25,26,27,36,43,45,49,53,58,60,68,72,74,80,72
3,5,8,12,17,22,25,28,30,33,48,50,52,53,57,64,66,70,77,79,64
2,3,7,13,20,30,33,35,40,44,48,49,53,58,60,63,68,70,71,77,20
5,9,13,14,21,32,34,39,43,44,46,47,48,50,57,68,69,71,72,75,57
2,3,17,28,30,33,34,38,39,42,43,44,50,55,61,72,77,78,79,80,72
1,5,7,11,22,24,27,28,33,38,44,45,49,52,54,60,62,64,71,76,45
11,17,29,31,32,33,34,37,42,45,46,52,56,57,66,67,69,73,74,76,52
3,10,13,14,22,26,29,30,31,36,43,46,47,51,57,60,71,73,74,76,14
1,2,6,11,14,22,23,25,28,34,35,41,44,45,58,60,65,66,70,80,23
6,7,9,10,21,24,27,29,30,35,45,46,47,52,54,58,63,65,67,80,80
3,7,17,20,22,24,25,29,37,42,44,47,49,55,60,62,64,70,72,78,72
1,7,9,10,29,30,32,37,38,49,50,55,56,59,60,62,66,68,74,80,66
17,22,23,25,31,35,38,41,46,48,51,55,56,60,62,63,68,70,74,76,62
2,4,8,9,10,17,19,22,26,27,32,34,43,46,59,62,64,67,70,75,9
6,7,11,12,13,15,17,22,23,24,34,42,43,49,58,61,63,69,74,78,23
7,10,12,13,22,34,37,43,45,46,47,50,56,57,63,72,74,76,79,80,12
4,8,15,17,23,25,33,37,39,41,42,45,47,58,60,62,63,71,72,80,23
1,2,9,10,11,19,22,28,35,41,42,46,51,53,56,64,74,75,79,80,46
2,4,5,8,13,14,38,39,40,48,50,52,56,59,60,65,70,73,77,79,8
1,9,11,15,22,23,25,31,37,39,46,47,53,57,61,65,67,69,70,77,39
1,7,14,16,25,26,35,43,45,50,52,56,58,59,60,65,66,67,77,80,60
10,12,14,16,18,23,28,30,33,35,40,41,47,52,57,59,60,72,75,77,57
6,10,11,12,17,19,28,31,47,50,52,53,58,59,62,63,70,71,72,76,11
3,9,10,18,20,25,27,28,37,43,45,47,49,50,64,70,73,74,77,79,10
8,9,12,16,18,21,24,25,33,40,44,45,49,54,57,61,64,68,74,75,33
4,7,8,13,15,18,24,25,29,37,39,48,52,54,56,66,67,74,77,78,37
6,12,13,21,35,38,40,43,46,49,50,53,57,58,62,65,67,68,72,80,72
1,4,6,8,17,19,20,25,27,32,34,35,41,48,51,55,71,76,78,80,25
8,10,11,17,18,24,26,32,41,42,44,46,48,51,55,56,64,74,77,79,44
1,10,14,16,18,24,34,35,36,40,51,52,53,54,56,57,58,65,77,78,52
12,20,25,26,30,33,34,35,38,41,43,52,54,64,66,69,71,72,78,79,30
1,4,12,13,17,20,22,23,28,33,35,36,37,41,43,51,55,57,58,77,43
3,4,6,7,18,20,23,26,34,37,39,43,45,47,51,62,70,72,77,78,77
3,4,5,14,16,17,23,26,28,30,32,34,42,50,55,62,68,70,72,73,34
1,3,8,11,15,28,29,31,33,35,36,37,46,50,56,60,65,70,75,76,75
2,4,10,11,13,14,15,17,18,28,29,36,37,41,50,51,58,67,77,78,2
2,3,6,12,17,23,24,26,27,30,32,37,56,69,72,75,76,78,79,80,80
5,7,10,12,17,22,24,25,26,30,34,46,48,57,60,63,68,71,72,80,22
1,6,12,24,26,31,35,39,40,46,48,50,51,52,56,64,65,69,71,76,31
2,5,14,21,30,32,33,37,50,52,53,56,59,60,61,63,68,69,70,71,37
7,14,18,20,21,30,31,32,33,37,38,44,45,50,51,57,59,71,79,80,45
2,8,10,12,19,20,22,23,24,26,27,28,31,33,44,54,69,71,73,75,8
1,2,3,8,12,14,16,19,25,44,45,47,49,51,55,57,59,64,67,71,51
1,4,5,6,8,9,10,14,15,23,31,33,34,41,43,48,58,63,74,77,8
1,2,6,22,27,31,36,37,39,44,53,55,62,63,64,65,66,70,75,79,64
1,3,5,9,14,19,25,26,27,28,46,50,52,53,62,66,73,74,75,76,19
9,13,15,17,23,31,33,36,46,51,57,59,60,62,65,67,72,73,78,79,31
2,7,10,12,19,20,25,30,36,39,40,41,42,51,52,53,57,63,68,76,12
4,12,19,20,23,29,31,32,33,36,44,50,52,53,55,60,61,63,68,74,29
1,4,5,11,17,23,31,32,35,44,50,54,57,59,60,64,65,73,76,78,78
1,5,10,11,14,16,20,31,32,33,36,46,54,56,58,70,74,77,78,79,77
1,3,7,16,22,25,39,47,49,51,52,53,55,60,67,68,74,78,79,80,51
13,17,22,24,31,33,40,44,45,47,52,53,54,56,59,62,68,71,72,79,62
2,7,10,14,15,18,22,23,25,30,32,33,35,43,53,57,60,63,64,80,22
1,3,20,25,28,31,34,35,40,42,47,54,58,59,64,68,72,73,75,79,72
1,4,5,13,14,21,22,23,28,29,31,48,49,53,54,56,67,68,69,77,1
1,3,10,14,20,24,28,31,35,46,50,56,59,62,64,69,72,76,77,79,77
1,7,10,14,16,25,29,30,31,34,46,48,49,50,51,64,67,74,77,78,64
9,10,14,25,26,29,31,33,36,37,43,44,46,51,55,61,66,67,75,78,51
1,3,5,16,18,19,24,28,31,34,37,39,43,55,60,61,64,66,73,79,73
15,16,20,30,35,36,37,41,42,46,47,48,59,60,65,67,68,78,79,80,80
8,14,16,19,20,21,27,28,35,41,44,46,52,54,58,62,67,72,77,78,77
6,8,12,16,17,22,24,29,34,43,45,50,51,55,56,59,66,68,74,75,55
1,5,9,16,18,23,25,40,45,46,52,54,58,62,63,64,65,71,75,78,65
1,9,10,11,14,15,18,20,23,30,35,46,49,54,56,60,69,70,74,80,20
3,7,13,18,20,21,34,36,40,41,42,49,55,61,63,67,70,71,78,79,63
2,3,7,9,20,31,33,35,37,42,43,45,49,56,60,63,65,76,79,80,33
6,7,8,19,21,22,29,30,36,39,46,54,55,57,58,64,67,68,77,79,21
9,11,12,14,15,20,22,27,31,33,34,38,44,47,48,54,66,69,71,76,11
5,13,14,19,23,25,27,29,32,40,42,43,44,45,47,60,67,71,73,78,67
2,6,21,26,28,29,37,40,41,46,52,58,59,66,67,69,71,74,77,78,28
3,5,7,10,17,25,26,32,34,36,38,40,41,44,46,50,52,54,64,72,72
3,10,11,17,26,27,29,33,34,43,51,52,55,58,61,63,74,75,78,80,61
12,17,19,21,23,29,30,32,34,38,40,44,52,56,66,69,74,75,76,78,34
2,3,8,12,13,15,17,25,26,33,38,41,52,53,55,62,63,69,76,78,76
7,8,9,10,15,16,18,20,22,31,34,36,42,44,53,57,58,69,71,74,7
2,17,23,24,27,31,32,41,42,45,46,50,55,63,64,70,71,74,75,78,23
1,8,9,13,16,17,26,28,35,37,38,44,60,61,63,65,73,74,75,76,8
2,9,13,16,19,22,25,26,28,34,35,40,60,61,68,71,72,73,76,79,22
3,21,22,25,29,31,35,36,39,42,45,52,60,63,65,70,71,73,76,77,39
3,9,15,19,25,27,30,36,44,48,55,57,62,64,65,72,74,75,77,78,27
5,17,21,22,25,26,31,33,39,40,42,44,48,51,52,64,66,69,70,74,74
6,9,11,12,13,28,29,33,36,42,48,54,57,62,67,74,75,76,77,79,48
3,4,7,14,21,22,28,48,51,53,58,60,63,66,69,70,73,75,79,80,51
1,3,4,9,21,24,29,33,37,42,53,56,62,64,68,73,74,78,79,80,33
6,13,14,18,23,25,32,34,35,36,37,44,48,54,56,57,67,68,76,78,13
4,9,23,28,29,35,39,41,43,49,50,54,56,60,66,67,70,72,75,77,60
7,13,15,17,25,27,31,39,48,51,53,60,64,67,68,69,70,71,72,73,67
7,8,9,10,11,12,15,16,32,37,41,42,46,48,54,57,62,66,67,73,41
2,11,22,24,25,28,29,32,34,35,37,40,41,43,45,48,50,58,66,76,48
3,4,5,21,23,26,29,35,44,45,49,50,55,58,68,69,72,75,79,80,29
1,2,8,12,17,22,33,36,41,43,46,47,48,49,56,57,63,70,76,78,1
4,8,9,10,15,19,27,29,30,36,39,43,44,45,48,54,60,65,75,80,45
12,17,20,21,26,31,40,42,43,47,51,54,57,59,65,69,72,74,75,78,54
4,7,10,12,14,17,30,38,39,40,42,47,50,53,55,56,59,62,65,69,65
1,5,19,22,23,28,31,33,38,40,44,47,48,55,56,61,62,63,72,73,62
14,18,20,22,27,29,34,35,38,39,43,46,48,49,50,51,74,75,78,79,74
1,3,5,14,19,20,28,31,41,48,49,55,58,59,63,66,67,74,75,79,14
1,8,10,16,24,26,29,37,44,46,51,52,60,66,68,72,75,76,78,80,37
8,11,12,16,20,30,34,36,39,40,41,42,49,53,58,59,60,71,72,79,12
3,12,13,14,17,25,29,36,40,42,43,45,46,53,59,65,66,68,72,78,14
4,5,13,20,21,24,29,30,37,38,40,43,50,51,53,54,57,58,59,63,58
3,6,11,16,20,21,22,25,27,31,32,39,40,44,46,50,57,64,66,73,16
5,9,11,12,13,20,22,30,31,37,40,42,43,46,49,50,58,59,61,74,20
2,11,13,18,25,27,37,40,44,46,51,55,60,61,63,65,72,74,78,79,55
2,6,12,19,23,31,32,37,45,50,58,59,60,62,63,64,70,76,77,80,77
1,4,7,20,22,24,27,28,29,33,35,37,40,43,48,58,62,63,64,74,33
2,3,7,18,21,23,28,43,45,49,54,55,58,60,65,69,73,75,76,80,21
5,6,9,10,14,15,21,32,34,39,40,46,52,57,60,65,71,73,74,76,39
2,4,20,21,26,33,46,47,49,50,53,55,61,69,71,75,76,78,79,80,33
1,9,13,15,16,20,21,24,30,35,38,39,42,43,44,52,54,62,73,79,52
5,6,7,8,15,18,19,22,29,32,34,38,41,45,50,51,62,68,72,77,38
3,6,7,12,13,14,24,28,31,36,38,41,49,51,53,58,59,62,64,78,28
3,7,8,11,19,21,35,39,47,50,52,53,55,56,60,61,62,63,68,73,50
1,4,5,13,15,16,26,36,37,45,48,53,56,59,60,65,68,74,78,79,59
6,9,10,17,19,26,27,31,32,34,43,46,47,48,50,57,70,72,73,79,17
7,8,16,27,31,36,38,42,47,48,50,57,58,59,61,62,71,72,75,76,50
3,10,11,12,13,15,18,24,25,27,30,31,45,49,51,56,62,64,67,77,64
2,9,16,17,18,24,26,32,35,37,45,47,51,53,55,66,67,77,78,80,77
11,18,20,26,29,30,31,40,42,48,49,54,55,62,63,68,71,74,76,78,26
18,21,22,28,38,41,42,43,47,49,55,60,62,63,64,69,72,75,77,80,64
3,4,5,6,10,14,20,37,38,43,45,47,48,51,56,59,64,69,71,72,5
1,2,4,5,8,13,17,22,23,28,30,36,37,40,47,58,61,62,71,76,13
2,9,13,15,17,20,26,28,35,36,55,59,67,69,72,73,76,78,79,80,73
2,7,9,19,28,31,33,34,35,36,49,50,54,56,57,63,65,72,73,74,74
1,9,12,14,17,26,29,30,34,43,44,45,53,55,59,60,68,70,73,79,70
1,6,7,14,15,21,22,24,27,35,36,39,40,51,56,58,67,73,75,77,7
3,12,16,17,23,24,28,29,33,40,46,48,49,53,57,60,65,75,76,78,29
2,3,5,6,8,12,25,33,37,38,42,53,54,57,60,70,72,75,76,80,76
1,4,11,16,20,28,31,34,37,46,50,51,53,54,60,65,70,76,78,80,78
2,3,12,13,14,17,18,23,32,46,48,50,51,55,62,63,68,74,75,76,62
5,6,10,12,16,21,22,24,26,29,39,40,42,57,61,63,68,75,77,79,77
8,10,12,13,21,27,32,33,34,40,43,44,56,58,60,65,66,68,75,79,40
3,5,9,10,12,15,17,22,25,30,32,35,36,37,40,43,44,68,74,77,25
4,8,11,12,18,25,27,29,33,37,40,47,51,54,55,62,66,67,72,79,55
3,7,9,10,30,32,34,37,40,43,49,50,52,56,61,66,69,76,79,80,43
2,6,7,24,28,31,32,33,34,35,36,42,50,53,54,55,58,59,66,67,32
10,13,15,18,20,22,26,30,33,41,43,44,45,47,52,53,64,65,72,79,47
2,12,13,17,21,22,23,25,26,30,31,39,42,47,49,53,61,68,70,73,68
2,6,9,14,15,19,22,25,29,34,38,46,48,49,50,51,56,63,67,79,48
4,8,13,14,17,22,24,28,39,40,47,48,50,52,54,62,64,68,70,75,17
2,5,7,9,14,33,35,42,47,54,57,58,59,62,66,69,70,71,75,79,79
1,3,6,8,16,22,25,30,32,33,37,48,49,53,54,56,58,61,66,76,6
2,5,9,11,17,21,24,26,27,29,33,39,46,56,58,59,62,63,67,72,62
10,12,18,19,23,33,34,37,39,41,43,46,50,53,57,58,59,62,68,80,39
1,5,6,13,27,35,37,39,42,43,47,61,62,63,65,66,68,72,73,75,5
2,7,10,11,15,16,18,20,24,29,39,45,53,54,59,70,71,73,78,80,39
4,7,14,19,20,27,31,34,35,40,41,42,43,46,52,58,64,66,69,74,66
2,14,21,22,26,28,30,33,36,39,42,44,53,57,60,61,62,66,72,77,2
2,5,12,16,20,23,28,33,34,39,40,42,47,59,61,63,65,72,75,76,33
3,5,7,13,18,27,28,29,33,36,48,50,51,58,62,66,68,70,71,78,50
5,8,10,12,14,15,16,21,24,34,35,38,39,40,42,45,58,64,74,75,45
1,3,11,22,26,29,32,44,45,46,48,53,55,60,65,69,71,72,73,77,26
7,15,16,24,30,32,38,39,47,52,53,54,59,61,67,68,70,71,74,77,77
3,8,11,12,14,23,26,29,40,52,59,60,62,68,70,75,76,77,79,80,12
2,9,10,12,13,14,15,18,22,26,29,35,36,37,43,44,56,65,78,79,26
1,5,7,11,17,23,30,31,36,37,39,44,46,54,55,61,64,71,74,80,44
5,9,16,20,21,23,27,29,39,43,45,46,47,55,57,60,64,66,79,80,29
3,6,9,10,13,14,17,25,31,33,38,42,51,55,57,59,66,71,73,75,57
2,10,12,18,20,21,30,32,33,34,36,42,43,45,47,50,52,63,66,75,42
5,11,30,31,33,34,36,39,45,52,55,58,59,64,65,70,71,73,76,80,11
1,9,11,16,19,21,25,26,35,36,38,41,45,57,63,65,69,72,78,80,19
1,6,8,12,23,24,27,28,32,34,41,44,54,55,58,59,65,68,72,80,32
2,5,8,16,24,33,36,37,40,43,51,52,56,57,63,69,70,72,76,78,69
10,12,15,18,29,37,38,39,42,45,48,51,52,55,60,65,68,74,77,79,48
2,4,10,19,20,23,40,41,43,44,45,47,53,54,57,58,59,62,73,76,45
1,10,15,22,24,26,28,30,36,39,42,43,45,48,53,64,69,73,79,80,24
1,3,6,9,10,13,22,32,41,43,44,45,49,56,57,64,74,77,78,79,57
7,9,10,16,21,22,29,34,36,37,51,56,57,60,62,69,72,74,75,77,75
1,3,5,9,10,13,17,19,23,28,35,36,51,55,58,60,62,74,75,79,5
1,3,6,11,14,24,29,30,34,37,43,46,47,51,54,57,64,67,70,73,6
1,2,3,5,6,19,26,28,30,37,49,50,51,53,61,63,65,71,77,79,2
1,2,4,8,19,27,31,44,47,51,54,60,65,67,68,70,71,74,76,77,31
10,11,13,14,15,17,21,30,36,37,42,43,51,53,64,70,72,73,74,78,10
1,9,12,26,28,29,30,34,37,38,39,44,48,53,59,63,64,65,70,77,65
1,10,11,16,19,21,27,29,30,32,34,39,44,45,47,50,57,61,66,77,34
1,6,8,15,17,25,26,28,31,35,36,37,38,50,52,56,57,60,62,68,57
1,9,12,13,18,21,26,29,32,36,43,48,53,57,58,62,65,68,77,80,53
2,4,6,10,11,14,16,19,22,24,25,28,33,36,37,39,51,57,67,77,36
2,4,5,7,9,11,12,21,30,34,36,45,46,54,55,58,64,70,76,77,2
4,7,9,18,26,28,35,36,40,41,56,57,61,63,64,66,67,75,76,79,35
8,13,14,27,29,33,34,35,43,45,49,50,54,59,60,62,70,74,79,80,43
3,8,10,12,13,14,15,19,21,27,32,34,48,54,61,62,63,69,78,79,54
1,2,4,5,9,10,15,18,32,37,51,52,55,59,60,64,65,66,77,78,77
2,3,10,20,22,24,27,31,33,36,42,43,49,53,55,67,70,73,74,77,24
3,4,10,11,19,27,30,32,36,38,39,45,47,49,50,53,56,62,70,75,47
8,12,13,18,22,26,28,30,36,37,38,39,45,47,49,53,54,64,67,77,47
1,5,6,7,13,15,16,22,35,36,37,41,42,51,55,60,73,75,78,79,55
1,5,11,12,20,25,30,34,36,38,41,47,50,51,53,55,57,62,65,70,51
3,7,11,14,15,17,20,27,32,34,39,42,45,46,51,59,64,65,71,80,27
12,13,14,15,18,22,24,31,35,37,38,44,45,47,48,50,54,61,74,80,18
10,14,19,20,21,22,30,34,36,37,42,43,51,64,67,68,71,73,74,80,68
3,15,18,27,32,34,38,49,51,53,56,60,63,68,70,72,74,76,78,80,78
2,3,8,12,30,32,38,39,45,47,53,55,56,59,61,62,65,69,70,79,55
5,8,9,12,21,22,28,29,34,36,38,49,52,70,71,72,73,75,76,77,34
1,2,3,15,21,23,24,29,30,31,35,43,45,47,52,56,58,61,66,68,45
1,14,15,16,21,23,31,33,36,41,43,44,51,52,59,67,71,73,78,79,31
2,5,10,11,16,17,24,29,30,31,36,38,41,43,45,52,54,55,61,66,61
1,2,5,7,9,19,23,30,31,36,39,45,47,51,53,59,68,70,76,77,5
3,14,16,22,23,30,32,33,36,40,42,45,46,48,52,56,69,71,72,77,23
6,16,17,19,22,25,27,35,38,39,41,42,43,49,52,55,56,67,68,76,42
5,6,9,12,30,33,34,42,46,51,52,54,60,61,67,70,72,77,78,80,5
2,3,10,16,17,18,22,23,24,27,29,31,34,48,58,59,61,70,72,79,34
5,6,8,10,11,12,16,22,26,27,31,32,44,51,54,59,61,63,69,75,26
1,8,14,15,19,22,24,37,38,43,46,49,53,55,57,60,61,66,71,77,1
8,11,12,15,17,22,23,25,45,48,51,59,60,61,62,63,68,74,76,77,12
5,14,30,31,35,37,38,39,41,42,43,45,48,58,65,66,69,74,76,80,74
11,12,13,16,20,26,30,36,39,43,44,48,52,56,66,72,73,75,79,80,11
2,6,14,21,24,30,31,37,39,49,50,56,57,63,64,67,68,73,75,79,68
